artist_id	genres	am_genres
2d0d2823-d918-4fa4-a109-ee32f52b2629	beat music,glam rock,pop rock,rock,skiffle	rock,pop
7cf134f5-385d-49b4-8acb-5c8dfde09e9c	jazz	jazz
eb8c931d-dfe5-4af7-8af8-687738cbf80b	hip hop	
5da1c6bd-e343-424d-9801-ab71500f4779	crossover thrash,punk,punk rock,thrash metal	punk,rock
68a2c082-aa5a-4138-a445-506ed0790176	dance,electronic,hardstyle	electronic
4b9f5d0f-76e7-45d7-8d11-1ec70cc554c8	blackgaze	
44903282-3157-4fe9-b08c-43ca9028c68c	gothic rock,post-punk	punk,rock
3143f7e4-c32d-4429-b8a5-837f0dbebd8d	metalcore	
719490ec-2962-41b9-a54e-a4cc7b65c86c	funk carioca	
709e9005-5986-4649-9da9-a8edc23cbed1	jazz	jazz
334bd887-9044-4c38-aebd-4baab851efb4	alternative rock,blues rock,garage rock,garage rock revival	blues,alternative,rock
f07b5d3a-b385-4244-ad6e-ea6b5ccbe1ae	folk,liedermacher,singer-songwriter	folk
b3d6c19b-0996-4a22-b9af-2b0822279527	ebm,electronic,gothic,industrial	electronic
9d98c039-28cd-458a-a9dc-690de3519d9f	folk	folk
aabc45ce-3a48-4b84-a25d-9c0d48b3fd29	folk rock,indie folk,indie rock,rock	folk,rock
e300c8b0-d6fd-48b2-ac66-fc59fd797e0e	punk	punk
24ae43ff-79cc-4ef8-a5b1-935ac671d31d	ballad,cantopop,mandopop,pop	pop
b68e257b-bb8e-4886-9f64-910c7f88421b	electro,electronic	electronic
b4b287c7-d666-4e09-b3b2-461515bc29f3	house	
03de971d-f81e-42f6-a158-bf75ca36eda1	alternative rock,grunge,post-grunge	alternative,rock
48be7fe0-be60-447a-925f-fd3bb45f9b10	rockabilly	rock
da230944-b24a-4114-b3e4-a921a8af7734	downtempo,electronic,pop	electronic,pop
d3af1695-317f-426c-920e-dfd2cb57d11a	comedy,jazz	jazz
722617d1-a509-46f2-a933-46268c40cd79	house	
837ffb60-6423-4427-b570-bff5d0fe15b9	cumbia,latin,punk,reggae,rock,ska	reggae,punk,rock
4c96c4aa-6d14-4a6e-9cb2-50a5ce8580d4	heavy metal,thrash metal	heavy metal
a5be4531-e014-468a-92c5-666e684c11f4	punk	punk
1e86edd8-0ca8-4f7c-b01f-6a619ccbf1c2	jazz	jazz
b9bf4ffd-8675-4dc5-955e-73ca14cc6951	pop	pop
d75c4530-1b85-412a-a5e0-3461cc56c0fe	folk	folk
6548ca69-b880-40d9-bc65-5a516bfd0fff	black metal,death metal	
32fbbfeb-7cc5-4310-8326-19238ca78a13	doo-wop	
30aee0b1-7871-4c2f-97d4-7989cd5e9ee7	euro house,eurodance	
bc8bc7bf-1a97-4aa8-8b5e-b2fffc75e126	experimental,noise	
6a9ced55-b46b-482a-a46b-824631777e22	krautrock,progressive rock	rock
0799b33f-a019-4cd7-b047-6fd3e3b55528	hip hop	
ebfe95c9-7619-48c0-ba3a-2c3e1806dd83	punk	punk
4a264ac5-3cff-4244-9372-138a940e32f7	punk	punk
7eb44228-a4bd-4275-a495-608f424f9525	emo,indie rock	rock
2fe3b826-8ff2-4e75-8c34-3266c739b2c8	indie rock	rock
10ebe976-67ce-4f80-9588-de413f877fb3	alternative country,country	alternative,country
4b5cf460-0f9f-4453-9191-0f129461d897	jazz,jazz fusion,jazz-funk	jazz
9987cc36-7018-4a47-81fa-be72a9eb29ab	punk	punk
7c303b8f-b13f-45b9-b344-d211a103e243	jazz	jazz
1bd6f66a-ba01-4a00-add9-02288d81f6f4	pop	pop
f177da51-bde7-4561-9f05-b924c4952919	rock	rock
40007b5b-32c8-4982-9de8-3baf82656dd4	acid rock,heavy psych,jazz rock,psychedelic rock	jazz,rock
b5cec373-9c7b-48e7-a1d4-c75434eef552	doom metal	
cf03a298-718c-4081-8c39-c29d113a1e30	drum and bass,electronic	electronic
0d43b785-4ee5-4460-a0b4-b9c36d1a425a	celtic metal	
6397f97f-0ec6-45ce-9f24-1a2638f8c6e4	country pop	country,pop
d006fbef-d230-4082-863a-2d779b6848d4	rock	rock
7e8a2d88-ebed-433c-9971-643a66834835	pop,soul	pop
69d09a21-ca65-4fe0-b0d0-6263bb1b3f96	mandopop	pop
dd397a39-7366-468f-8572-4d53f3e836f3	drum and bass	
b9a29b81-3e07-411a-bce9-afe0e514b1c7	celtic,filk	
27d76c83-3cad-4690-9b1d-da16305347c6	punk	punk
b384a270-cf16-4b1e-8f0b-2da86bf5c309	folk	folk
c139bc87-fc3f-43da-9ccd-94f57a1fbf6c	dansband	
c6054042-1b40-4767-a370-e3698e06d5ec	production music	
c399b484-b977-4800-aec4-ac904b50292a	hip hop	
94a2be8a-77d5-42dd-85ad-60e305a6a137	latin,merengue	
352c7ae2-8fe5-4de5-8e58-6904a6720184	progressive metal	
e88a314e-a6c5-44c9-a817-80231d4ea1e8	punk	punk
bc860b54-48d3-4864-aac2-b55fb7ff18f0	death metal,technical death metal	
7239e71f-ee2e-4e8f-99ac-b7e87a2eb138	electronic	electronic
a56f5af0-3e87-4877-b68f-390f62903381	blues,bossa nova,canción melódica,easy listening,jazz,nuevo tango,pop,rock,schlager	easy listening,jazz,pop,blues,rock
6fa15938-e4ab-4c2a-b99a-0cfdc91d900c	country blues	blues,country
86cd4d38-857c-42bd-a5da-9acedcab1e01	folk,lo-fi,pop,rock	folk,rock,pop
9fe97fc1-fbea-4f0f-8c1b-e34779a9a6de	rap rock,rock	rap,rock
ef50caa4-c3ba-43a3-95c2-35e3a53efd9a	breakbeat,breaks	
7585e897-a34a-4855-88bd-a1bb3f1b6377	korean ballad	
f53edb6e-1f71-4116-af23-55be0462cbdc	progressive,psychedelic,rock	rock
719b2274-12ca-40f6-9152-c3b5bf9759ed	black metal,speed metal,thrash metal	
8571a709-e580-493c-8ff5-ccd9accf6661	dubstep,uk garage	
37ca082c-be25-4d09-a601-899a443bf816	psychedelic pop	pop
4567448e-8e6a-4ee2-9cce-73ce937dd64f	jazz	jazz
9e25b36f-47fa-44ee-ac80-0d4f5168128e	world fusion	world
5969d54d-40ea-470f-b7da-3514f2cf4c8d	breaks,chillout,electronic	electronic
e00c8ad0-4a0e-4469-af08-9672685df8b1	folk rock	folk,rock
170e503e-f822-4155-9fe5-4dd9e173e461	metal	heavy metal
de9ed665-c1a0-4c86-a9cf-0bef2b366fdc	coldwave,minimal synth,post-punk	punk
f0bec136-82e8-4fcb-8172-421d9c542d09	ambient,classical,dark ambient,gothic,metal,rock	classical,heavy metal,rock
3b977feb-d4b5-47b0-94ad-9088982d81d5	mandopop	pop
d8e7bcbf-7f1a-4ec8-8c4a-c1ef92b3ee9f	black metal	
6948928c-38f6-4c39-bd62-b7ea207af0f1	hip hop	
ef896c8d-d74a-4364-910a-613efe670c8f	hip hop	
480d6112-e8fd-4122-8492-d87a6ce4267b	instrumental,post-rock	rock
bf4a6bdb-fc21-4f04-8a3e-5341b5485a7d	dance,electronic,hip hop,pop,rap rock,rapcore,techno	rock,rap,electronic,pop
2fea5837-b7c0-4227-ab57-1e6c8d6d661b	trance	
b55db7b2-cb33-4115-a487-8b267d50771a	country,dark folk,singer-songwriter	folk,country
baf5ae4f-55c1-4c39-8f11-b8885ccc1a49	klezmer	
75c2dd54-b20a-4071-a9a7-3e95c97dcc33	death metal,thrash metal	
72330196-8558-4f4f-b931-27dba4a13955	europop,pop	pop
3b1fdda6-e59e-42ec-bd6c-ffd0ba6e1f8e	folk rock,progressive folk,progressive rock,rock	folk,rock
9bbd3087-0deb-4bab-bf13-7968fc730075	black metal,death metal,melodic black metal,melodic death metal	
a20a94ac-1e50-4fa7-a370-053875fce6ad	yacht rock	rock
0f34d393-8bf1-4f4a-ad25-3a0e8ce70312	melodic death metal	
7d83bd42-d2c7-4b56-90d1-16717cfbcc98	futurepop	pop
e2f5fd8a-292a-4faf-b75c-3ccdf03de755	heavy metal	heavy metal
25e9d889-b583-489f-8bf5-b880af8593e0	pagode,pagode romântico	
5b2fe949-fb55-4b53-80f4-501612720f72	alternative rock,noise,rock	alternative,rock
f126658c-cff6-4a73-9a75-0315458a0dd8	melodic black metal	
362309f1-c61b-4959-acb9-974db32088b7	hip hop	
e77d6c32-4a07-4bf9-8ba5-25684d6c4e28	classical,electronic,pop	classical,electronic,pop
361aa411-897f-4613-9ab7-f3b0b46c5597	rock	rock
a0befa17-6652-43c7-a211-3c84432f15cd	death metal,melodic death metal,metal,symphonic metal	heavy metal
a4a52553-0b6a-452f-a9ed-acadbf241065	experimental rock,indie rock,rock	rock
c8bfb77b-1285-48b4-beea-28a7b34447a0	country	country
13f7c436-a682-45f7-8876-ac7dbecc7a6c	dance-pop,disco,electronica,electropop,pop,r&b,soul	rnb,electronic,pop
62398c97-cea4-4cf9-b285-196efe49d83f	atmospheric black metal,black metal,pagan black metal	
fd612525-efc8-40da-b9de-c42929c3e873	acid rock,garage rock,psychedelic rock	rock
306dd98f-ad03-4c30-bb8c-4fffe45f1b48	vallenato	
172fc0e0-b08c-4017-8ee0-64629caf0be9	thrash metal	
3ed244a8-e69f-4335-a8c8-df8dffde97b1	classical	classical
71d576ad-9168-4efa-8228-6da8cb34c164	death metal,doom metal,heavy metal,metal,sludge metal	heavy metal
43e1570a-1a0d-479f-9c95-fba971aec91a	classical	classical
f74bcc78-c741-40be-85dc-a82946fe1bc6	punk	punk
782dd923-deef-42e3-9042-7af466747cfa	trance	
e0da639b-0bfb-4ac3-b128-5eb46dfe0b9a	bebop,big band,swing	
843f9332-978e-4fce-990c-9f092c4780a1	turntablism	
6aee7757-2d90-4eff-8b00-d2c81d40645e	punk	punk
9eafaad5-afb9-4b7c-944a-3f22d84c3efd	latin,salsa	
79b7e90b-e71f-4d49-b1bf-d66c5534c38a	reggaeton	reggae
51108135-65c2-4e01-bd4e-bd7d9e0091f1	punk	punk
050dda4a-5cc4-455e-b176-dc7ccbd274b8	brutal death metal,death metal,deathgrind,grindcore	
6e95ebed-feaf-41c6-88cf-71b1f87f581f	house	
4bd3bc22-3cae-4d34-9b5f-ed2bac7b1102	rock	rock
0a7f2ab0-eca5-454a-a332-52ad624b260c	acoustic rock,folk pop,folk rock,indie rock,singer-songwriter	folk,rock,pop
5ce6812f-2eba-453d-b747-e32f6aaa455f	east coast hip hop,hip hop	
138aaf2c-77b6-451e-ade2-ce18894eeaa7	funk,go-go,r&b	rnb
f959db57-433c-4ea8-a34e-e55e851f9bfc	heavy metal,rock	heavy metal,rock
bc93e85d-bd43-4629-b42a-e33e8fd1513c	soul	
20d7beef-118f-493c-99f9-3931835cb658	folk punk	punk,folk
777aae6a-e57a-42d4-9574-3b691f9599cb	death metal,doom metal	
cc40ae57-e255-4c49-917d-3a957bc0f267	classical	classical
345f2efd-a4d0-4e76-bd3c-777b6ffcb295	edm,house	
41e9a77b-aa0e-4b86-a223-dc903f41b0bd	contemporary r&b,quiet storm,r&b	rnb
ccda1120-b54c-4914-a8bd-6c392905a2a0	indie rock,rock	rock
a15b3f19-a9c4-426f-917b-76e5fec1240a	jazz	jazz
5848fe48-a700-4f93-800f-b68d6fd838c2	cantopop	pop
f2eef649-a6d5-4114-afba-e50ab26254d2	alternative metal,alternative rock,melodic hardcore,pop punk,punk,punk rock,rock,skate punk	punk,alternative,rock,pop
a9e670ea-2b66-44a9-b402-d770de61b0cf	anarcho-punk,punk	punk
4388976f-9e02-42d9-b66f-1b9e124e3ca6	electro,hip hop,pop	electronic,pop
380429da-3827-43fd-9e67-558e4c6a91bf	art pop,folk,folk pop,folktronica,indie folk,singer-songwriter	folk,pop
46f7c23f-2d01-41ce-b07e-a8fe319cae9b	power metal,thrash metal	
40632c59-8621-49d5-9c94-b3ec8c6fafd5	punk	punk
170d6637-36e0-49dd-a225-c4fd5b77a285	big room house,deep house,dutch house,edm,electro house,electronic,house,progressive house,techno,trance	electronic
2922b7d2-8215-4149-8bad-6eff8f04e77b	progressive metal	
425ce5fc-c1ca-4462-ae67-27aee589a92a	ambient,dub techno	
bf5d655a-04e6-46db-9147-f80926706fb7	indie pop	pop
16b0b5e8-21b3-4c2f-bab0-ef1e914ab173	black metal,melodic black metal	
70390df5-b096-418b-a83c-270487028cb4	j-rock,visual kei	rock
b88dafed-9fdf-4876-9818-a5ca15d000e8	soul	
1a633a7f-476f-4622-bb02-1cc167644736	emo	
3a1e5095-fe81-409d-9684-e09a8b606fc8	experimental,folk	folk
15ba6421-9c5c-428f-ae7d-c2d40010734b	bitpop,chiptune,electroclash	pop
f71caa4e-d37a-4a2f-a9cf-bcb160098b03	post-rock	rock
123d7122-c520-4770-8a06-e346d5e4a147	hip hop	
3950381a-1b0e-4761-8890-2013d17ad85b	jazz	jazz
c4f59724-0862-4e2c-a7f8-2b97c434653d	j-pop	pop
9531b1a4-003d-4f67-b9b7-31951924ee7d	chiptune,comedy,electro-industrial	
90898b2c-a266-4ecb-9fe9-e98e92a9c935	jazz	jazz
1338fbee-6d5a-4aa4-90db-0b26ee55dad0	psytrance	
0cb1df9d-eb1a-4b9d-ab07-10b1c371f72a	experimental,field recording,neue deutsche welle	
3a1b8cd9-8966-46f7-834e-aaa3bba5e936	hip hop	
29a5175e-a17e-427f-8854-db80aedb2f79	jazz	jazz
a7f75509-1c4a-4c56-bd30-6a033954a0b4	conscious hip hop,hip hop	
ea25106f-3603-4b7e-8097-16e8288e5fc2	bouncy techno,dance,dance-pop,edm,euro-trance,eurodance,hands up,hard house,techno	pop
debaa9d9-a391-4dcb-b74a-fcc7de830cfb	jazz	jazz
38e1147b-961d-4c7b-beb0-08b1cfaa6a92	hip hop	
6191360a-edc5-41d7-a83e-c9f0ab842f53	electronic,indie folk,indie pop	folk,electronic,pop
0b5c12d1-01fb-4cd9-9839-bb5220a07e47	latin ballad,pop	pop
c1bc33fe-e658-4dc1-b4dc-5f19869270bf	black metal,death metal,doom metal,heavy metal	heavy metal
ce29fa89-8aed-4f7b-8b3e-a34d0c9ed0c6	dancehall,reggae	reggae
20a1c5ae-be68-4152-83db-444f36f40b55	alternative metal,alternative punk,alternative rock,hard rock,hardcore punk,punk,punk rock	punk,alternative,rock
f8c86449-b73b-4fe3-b8d8-2171374e2ece	big beat,breakcore,drum and bass,gabber,jungle,metal,punk	punk,heavy metal
79778feb-bff5-40be-a332-797aa09e2348	punk	punk
7c41f58f-1f17-4c27-8215-9dd726557ca8	viking rock	rock
2674041b-6708-4033-b08f-96a33c62d82a	post-punk	punk
fb57b2db-a524-456a-8ec1-cc169573a41e	death metal	
f89f1b2d-e55d-404f-9580-4d08757a5549	electronic,psychedelic,trance	electronic
114e8480-92d3-497d-875e-d175329298bd	thrash metal	
cc37d0c1-493d-487e-9694-3cf48ae6370d	jazz-funk	jazz
dc2c7805-25cd-47a4-b063-53b14ed55767	hardstyle	
b4984b38-6dad-4d8f-9942-a15131f37f98	hip hop	
02e498f7-e050-4d2f-a6f3-90c8729b37ac	punk	punk
792a250a-333d-4a06-811d-f04523e44949	punk	punk
2571a507-76f3-424a-ae07-c9490ee1153a	depressive black metal	
ab38acff-be19-464e-a930-57d7a952aa54	punk	punk
8d6b7062-1825-46b2-b951-a6a33678ec76	indie rock	rock
ad53d41e-84fc-425d-a539-cc2ca23b2462	hip hop	
c3896971-3f25-407b-8da8-7ad33ac8e467	doo-wop	
fb7b5acf-ed2d-47f1-bade-8d2dbc3c4dc2	punk	punk
b69c8f14-4ef0-47ab-8c27-96ec6f711c8d	classical	classical
c5020b87-a576-4c69-9ca3-d92cd01ddc44	classical	classical
601e7466-eaf5-4a91-9909-ffd770b7e04a	afro-cuban jazz,afro-jazz,bebop,hard bop,jazz	jazz
d2ad541b-55d1-48bf-bdf1-ef0c3d3518e2	death metal,deathcore,metalcore	
6695006a-add5-458c-b4ee-eae1d637b4bc	jazz	jazz
c81c0cb5-d0d5-4ff3-84ec-ec3fdc72128d	jazz	jazz
567fff7d-6949-4f7c-a702-a60bf001ad57	progressive metal,progressive rock,stoner metal,stoner rock	rock
83a2e0fb-3d9b-46ff-b383-3dde54c15297	afrobeat,jazz,soul jazz	jazz
884d4cb1-32d2-4f2e-9699-6b8f0a50fdfe	jazz	jazz
c808f660-7a84-4bdb-824e-28df2a73b9d8	pop soul,singer-songwriter,soul	pop
5dd81e10-dd50-4c09-a433-d9255fb4116d	stoner rock	rock
d08e0b4e-9e90-4bf0-a26d-4e709cd80c56	death metal,metal,thrash metal	heavy metal
c97d5be0-f629-48b3-95f2-369c1f790ef1	ska	
ac1146e0-8655-4b82-8bd6-f54ba9c841ad	punk	punk
c4cdfe57-e523-410b-941d-6bd30b8a283d	doo-wop	
a94b4784-5c53-427a-9d09-2b17a9fff27f	medieval	
bddbd5f8-2c02-44b0-a74a-fe2cf6085254	punk	punk
b83bc61f-8451-4a5d-8b8e-7e9ed295e822	classic rock,piano rock,pop,pop rock,rock,rock and roll,singer-songwriter,soft rock	rock,pop
54a55229-e611-439f-928e-d89919ff9d29	ambient,art rock,experimental,experimental rock,instrumental,post-rock	rock
dc77f7be-34ab-471d-b5ec-a9b2a4122eaf	r&b	rnb
3fdce133-7631-4404-b502-04f22f546bab	bluegrass	
3c4b619e-29ec-4f07-adaf-403a01b15f2d	dixieland,jazz	jazz
08306d80-970a-4314-b960-b802e625165c	breaks,broken beat,dubstep,electronic,experimental,glitch hop,hip hop,idm,outsider house,psychedelic	electronic
ef93da9e-2e6a-49e6-a139-6844f0a428a2	indie rock,rock	rock
138dd95b-9311-416e-bcdd-a80067289de6	breakbeat,electronic,hip hop,progressive house,trance	electronic
f6ed8123-d063-47dc-a5cf-a2d12e166f54	garage rock revival	rock
4ce7c52b-f532-41c4-86ec-34f18b2a37c0	punk	punk
f5055a31-2d6f-4928-8cb4-a7b8f310d191	pop rock,rock	rock,pop
b2113214-2052-4297-99cb-4b6c86135930	progressive rock	rock
7a6ae59c-a0b1-473d-babd-7dc4b35df6b5	jazz	jazz
924fe8ad-53d6-469f-98b5-38beb6cd9c4d	melodic metalcore,metal,metalcore	heavy metal
39ba9424-6c00-4cd4-bc5f-0dced1d89627	hardcore punk,punk,punk rock,rap rock	punk,rap,rock
2216086f-03b0-4517-8dd3-3965f08fb804	black metal	
f317c12b-53b3-41f2-9e99-20de13003e75	dream pop,indie rock,shoegaze	rock,pop
be5c9a3a-95f4-48d0-b014-97a8bca09756	hard rock,heavy metal,metal,rock	heavy metal,rock
a492f4da-603d-4d28-beb2-7323087cf1d0	black metal,folk metal	folk
19c22952-30ba-4c21-84eb-dbabb3ec800d	oi,punk	punk
29422aad-e8f2-48e7-b870-8b81331a42cd	aor,pop rock	rock,pop
8bc3f026-e781-43d7-98ca-8dae8d89b25a	bluegrass,singer-songwriter	
a277cbe8-22ba-4a60-a779-1d4238d8c505	folk	folk
dab66853-28c8-44c7-975e-0fc073b0a2fa	eurodance	
90c88f94-8b70-49fd-9726-cadf4306ef42	alternative rock,experimental rock,neo-psychedelia,psychobilly,rockabilly,surf	alternative,rock
6f73bc4d-e85e-403a-b8be-0263ae477f90	psychedelic pop	pop
5e2f62dc-6340-45ae-9039-0ddeb8bf33d9	minimal wave,post-punk	punk
aab2d0b3-2bc4-4e06-ae98-25a1aaa47f29	death metal,doom metal	
c92a777b-2176-4677-8e3b-a8f373f53c1e	gamelan	
796f730a-c418-4f5e-80ea-d1216873a447	electronicore,post-hardcore	electronic
8deced1a-d0e6-4772-a0d7-52fefcee9de8	jazz	jazz
fe788ced-7566-45fa-8b01-c1e1e9c1554a	latin,latin pop,pop,pop rock,rock	rock,pop
d67ff511-57b8-4d02-94d3-6c6a331c2ae4	glam punk,hardcore punk,melodic hardcore,punk,punk rock	punk,rock
d9951785-7906-4daf-9a60-21753bf64aa9	black metal,melodic black metal,metal,symphonic black metal,symphonic metal	heavy metal
6fc41ae8-feb5-43e1-880f-aeeae09f70cc	hard rock,hardcore punk,speed metal,thrash metal	punk,rock
382f1005-e9ab-4684-afd4-0bdae4ee37f2	conscious hip hop,g-funk,gangsta rap,hip hop,political hip hop,pop rap,west coast hip hop	rap,pop
87bcfd2a-72c7-4c59-b2d6-873cb2e76ca6	punk	punk
794cd767-5ad7-46e7-a7c9-60b18b4f43df	experimental	
8a7a4e72-a099-425f-8238-80706fc1c746	electro,electronic,idm,techno	electronic
4ff2720b-c78f-4b94-b77b-dc6bab1c1e36	folk metal,viking metal	folk
274e5eda-d5be-4f33-bf49-bdd44349100b	neo soul,r&b,soul	rnb
664b238c-4433-4f9c-be41-9b38ed62c8f3	idol kayō	
70517889-e11c-41c7-89da-dfd2f249ee38	blackened death metal	
5578d1ad-02db-4b17-ada1-32d1aa4efd49	alternative metal,electronicore,melodic death metal,melodic metalcore,metalcore	alternative,electronic
33aa2ccc-9a71-49ea-b9ea-c826280086b7	punk	punk
5fd1d69c-e69d-44d5-a0c2-1f5a7f8e7ab6	jazz	jazz
1a4c5a48-398b-4752-af16-150d021e7329	jam band,progressive rock,psychedelic rock,stoner metal,stoner rock	rock
9e4db586-713b-43be-ae81-9865ba95fcb6	noise	
5def5b46-569d-4910-a580-db409b399c13	folk,indie folk,singer-songwriter	folk
3953cc0e-1b93-4f48-a256-00d85eb762bd	classical	classical
3c4e92a0-7e69-4b1d-b9bd-84172c7fcfe0	ska,ska punk	punk
130408ae-fa26-4475-aefb-6ebc6cfc4aff	rock	rock
