item_id	genres
0671504282	young_adult
0399138684	mystery_thriller_crime
0345354931	fantasy_paranormal
3150000335	romance
3257203659	fantasy_paranormal
3257208626	comics_graphic
3257208669	fantasy_paranormal
3257212054	fantasy_paranormal
3257214154	fantasy_paranormal
3257233051	romance
342311360X	history_biography
3426605686	history_biography
3570300099	young_adult
0060977493	comics_graphic
0316602906	mystery_thriller_crime
0316693006	mystery_thriller_crime
0345311396	mystery_thriller_crime
0345378490	mystery_thriller_crime
0345404793	mystery_thriller_crime
0375400117	history_biography
0380717018	mystery_thriller_crime
0380718332	mystery_thriller_crime
038076654X	history_biography,romance
0380807866	history_biography,romance
0385497466	mystery_thriller_crime
0385508042	mystery_thriller_crime
0385730586	young_adult
0425164403	romance
0440234964	mystery_thriller_crime
0446605484	mystery_thriller_crime
0446610399	romance
0449006522	mystery_thriller_crime
0451186648	mystery_thriller_crime
0452282152	history_biography
051513290X	mystery_thriller_crime
0553580388	mystery_thriller_crime
0671023616	mystery_thriller_crime
0671027387	mystery_thriller_crime
0684848783	history_biography
0743486226	mystery_thriller_crime
0786863986	history_biography
0804117934	history_biography,mystery_thriller_crime
140003180X	mystery_thriller_crime
0060987103	fantasy_paranormal
0151008116	fantasy_paranormal
0375704965	mystery_thriller_crime
0804111359	mystery_thriller_crime
006102063X	fantasy_paranormal
0060013117	fantasy_paranormal
0060199563	fantasy_paranormal
006052779X	children
0060563079	children,fantasy_paranormal
0060809027	children
0061040967	fantasy_paranormal
0061050474	fantasy_paranormal
0061052515	fantasy_paranormal
0061052523	fantasy_paranormal
0064472264	young_adult
0140620664	romance
0312148267	comics_graphic
0312156960	history_biography
0312890044	fantasy_paranormal
034543191X	fantasy_paranormal
0373836023	history_biography,romance
0375751513	poetry
0375801677	children
0375814248	children
0375823352	fantasy_paranormal
037582345X	young_adult
0375823468	young_adult
0385327773	fantasy_paranormal,young_adult
0439510112	young_adult
0440241413	romance
0451409256	romance
0451523415	young_adult
0451526279	romance
0451526341	history_biography
0486415864	comics_graphic
0571197639	history_biography
0670035262	fantasy_paranormal
0749748001	children
0749748028	children
0963094424	fantasy_paranormal
1401201172	comics_graphic
1563892278	comics_graphic
1563898586	comics_graphic
156971620X	comics_graphic
0440235502	history_biography
0520011171	poetry
0590431110	children,history_biography
0553571486	young_adult
0345430476	mystery_thriller_crime
0345435869	fantasy_paranormal
038081840X	fantasy_paranormal
055329198X	fantasy_paranormal
0812541642	mystery_thriller_crime
0312988699	mystery_thriller_crime
0486282112	history_biography
0385313748	mystery_thriller_crime
0684193957	mystery_thriller_crime
1573228737	history_biography
9681500555	history_biography
0425120279	mystery_thriller_crime
067153484X	history_biography,romance
0380728273	mystery_thriller_crime
0446606197	mystery_thriller_crime
0140374248	children
0312995423	mystery_thriller_crime
0380704587	history_biography
0385416342	mystery_thriller_crime
0385418493	history_biography
038542471X	mystery_thriller_crime
0449202631	mystery_thriller_crime
0449207544	mystery_thriller_crime
0515128554	fantasy_paranormal,romance
0590450875	children
0590481371	children
067103619X	romance
0684177730	mystery_thriller_crime
0684180200	mystery_thriller_crime
0743411269	romance
0743470389	mystery_thriller_crime
076218857X	mystery_thriller_crime
0915811537	history_biography
0140345809	young_adult
0156528207	comics_graphic
0020437501	children
0198320264	history_biography
0373196989	romance
0373245580	romance
0451527747	young_adult
0671867113	mystery_thriller_crime
0812504208	young_adult
0060973897	history_biography
0140104682	history_biography
0440224675	mystery_thriller_crime
0449002632	history_biography
0679427430	history_biography
0679725393	history_biography
0802114369	history_biography
0803233019	history_biography
1573225126	history_biography
8427007450	history_biography
8478884963	romance
1853260622	history_biography
0152012966	children
0312283784	history_biography
0345297709	fantasy_paranormal
0345313097	fantasy_paranormal
0345335465	fantasy_paranormal
0345416848	fantasy_paranormal
044021145X	mystery_thriller_crime
0449212084	mystery_thriller_crime
0590947257	children
074345829X	fantasy_paranormal
0786913878	fantasy_paranormal
0866119531	children
0866119566	young_adult
0870441663	children
1561561428	history_biography
0553210092	mystery_thriller_crime
0553258524	fantasy_paranormal
0688163726	children,young_adult
055358099X	romance
0375414746	history_biography
0425156842	children
0553802488	mystery_thriller_crime
0767903579	history_biography
0679777431	history_biography
0553285343	mystery_thriller_crime
0812523385	poetry
0679733825	poetry
0393321576	history_biography
0743424425	mystery_thriller_crime
0446610178	mystery_thriller_crime
0743229878	history_biography
0380617625	history_biography
0380732335	mystery_thriller_crime
0385337132	mystery_thriller_crime
0440235057	mystery_thriller_crime
0445402040	mystery_thriller_crime
0871138646	mystery_thriller_crime
0060932759	history_biography
0061000280	mystery_thriller_crime
0312195516	history_biography
0380792664	history_biography,mystery_thriller_crime
0393048977	poetry
0399137807	mystery_thriller_crime
039914739X	mystery_thriller_crime
0451410556	mystery_thriller_crime
0486292940	poetry
0743458303	mystery_thriller_crime
0880011025	poetry
1877727083	poetry
0140370900	children
0316171107	mystery_thriller_crime
0380710218	mystery_thriller_crime
0515118656	mystery_thriller_crime,romance
0671000306	mystery_thriller_crime
0671673688	mystery_thriller_crime
0156027321	fantasy_paranormal
0385335407	romance
0486272664	poetry
0553272837	mystery_thriller_crime,romance
0440225078	romance
0312145543	mystery_thriller_crime
0425181111	mystery_thriller_crime
0380732688	mystery_thriller_crime
0373484100	romance
0553107305	mystery_thriller_crime
0515127833	romance
0345441133	romance
0515134279	mystery_thriller_crime
0385490992	mystery_thriller_crime
0385424728	mystery_thriller_crime
0312980388	history_biography
0590419625	children
0385472951	mystery_thriller_crime
0451195663	mystery_thriller_crime
0425182878	mystery_thriller_crime
0553564528	mystery_thriller_crime
055356451X	mystery_thriller_crime
0743412621	mystery_thriller_crime
0849943728	mystery_thriller_crime
0590406019	children
0020442408	fantasy_paranormal
042517736X	mystery_thriller_crime
0671868713	mystery_thriller_crime
0345313860	fantasy_paranormal
0345369947	fantasy_paranormal
0679401377	mystery_thriller_crime
1562827049	history_biography,mystery_thriller_crime
0385306032	romance
0816152446	romance
0821772953	mystery_thriller_crime,romance
0345379454	mystery_thriller_crime
0553576925	mystery_thriller_crime
0743206053	history_biography
0688169678	history_biography
0439319552	children
0307001164	children
0440441501	children
0590687301	children
0439569842	children
0307118703	children
0590418858	mystery_thriller_crime
0812519655	fantasy_paranormal
0812524853	fantasy_paranormal
0449211770	mystery_thriller_crime
0812521129	fantasy_paranormal
1400077826	history_biography
0312995431	mystery_thriller_crime
0312312628	mystery_thriller_crime
0590021117	children
068484267X	history_biography
0553578693	mystery_thriller_crime
0380709260	children
0312986769	mystery_thriller_crime
0345413377	fantasy_paranormal
0345413369	young_adult
0679893105	young_adult
0061096091	mystery_thriller_crime
0345369068	mystery_thriller_crime
0451184718	mystery_thriller_crime
0449209121	mystery_thriller_crime
080411952X	romance
0060575808	fantasy_paranormal
0060558865	fantasy_paranormal
0767912918	history_biography
0553298860	mystery_thriller_crime
0671525832	romance
0553279572	fantasy_paranormal
0061009059	mystery_thriller_crime
0679450432	mystery_thriller_crime
0821775863	romance
0821770209	romance
0670855758	children,mystery_thriller_crime
0446364193	mystery_thriller_crime
0061042943	mystery_thriller_crime
0399144463	children
0965404560	history_biography
0312206763	romance
1573229148	poetry
0425174484	history_biography
0385496907	history_biography
0446523992	history_biography
0486272745	young_adult
0062507249	history_biography
1576737357	young_adult
0060083298	romance
0807070718	history_biography
0061080519	history_biography,romance
0679767789	history_biography
2253005274	romance
225300670X	history_biography
2253007102	poetry
2070334368	children
3492207006	history_biography
0140620427	romance
3442724686	comics_graphic
0385504209	mystery_thriller_crime
0446525502	romance
0399147012	mystery_thriller_crime
0670892963	romance
0451197275	history_biography
0425184129	mystery_thriller_crime
0385505833	romance
0679442790	history_biography
0609605925	romance
0743206045	mystery_thriller_crime
0684864843	romance
0743406176	romance
0679410430	history_biography
0446523569	romance
0671042556	history_biography
0679450440	mystery_thriller_crime
0609606727	romance
0446527793	romance
0446531332	romance
0345339711	fantasy_paranormal
0399147128	romance
0316969443	romance
0743230051	mystery_thriller_crime
0316693200	mystery_thriller_crime
0399148582	history_biography
0684864320	romance
0525944834	romance
0451176812	history_biography
0718144538	mystery_thriller_crime
0446602086	history_biography,romance
0394551427	history_biography
0064407667	children
2253148539	fantasy_paranormal
2253043974	poetry
0947782141	history_biography
0140292918	history_biography
1858813093	children
2871290911	comics_graphic
2253063339	fantasy_paranormal
0767908473	fantasy_paranormal
1842040154	history_biography
0140622063	fantasy_paranormal
0571209521	children
0747538069	children
0060934719	fantasy_paranormal
1886383421	fantasy_paranormal
0451450256	fantasy_paranormal
1555835953	mystery_thriller_crime
0962893862	fantasy_paranormal
1563899388	comics_graphic
0553579681	mystery_thriller_crime
0553579673	mystery_thriller_crime
0451181379	mystery_thriller_crime
0786889160	history_biography
0345370740	fantasy_paranormal
0679801146	fantasy_paranormal,young_adult
0821750410	history_biography,romance
0425142485	mystery_thriller_crime
0451456548	fantasy_paranormal
0060006048	fantasy_paranormal,young_adult
0440117291	fantasy_paranormal
0374386676	young_adult
0786886463	mystery_thriller_crime
0380788497	fantasy_paranormal
0307215342	children,mystery_thriller_crime
0440226694	young_adult
0440219604	young_adult
038529929X	mystery_thriller_crime
0517201658	history_biography,romance
039914370X	mystery_thriller_crime
0312977905	mystery_thriller_crime
0812521331	history_biography
0451205421	mystery_thriller_crime
0440218535	mystery_thriller_crime
0670844594	mystery_thriller_crime
0394559487	history_biography
0804001944	history_biography
0590897985	children
0689832877	fantasy_paranormal
0689829698	children
0064409457	fantasy_paranormal
0064405052	fantasy_paranormal
043922165X	children,fantasy_paranormal
0152162445	fantasy_paranormal,young_adult
0152162577	fantasy_paranormal
015216250X	fantasy_paranormal
1562477528	children
0439221676	children,fantasy_paranormal
0439221684	children,fantasy_paranormal
0439221730	children,fantasy_paranormal
0440415993	history_biography
0895872102	fantasy_paranormal,history_biography
068983585X	children
0345391802	fantasy_paranormal
0440219078	young_adult
185424597X	history_biography
3257201761	mystery_thriller_crime
3404121686	history_biography
3404118960	history_biography
0345356578	fantasy_paranormal
0345346971	fantasy_paranormal
0753804700	history_biography
0451155750	mystery_thriller_crime
0812923278	history_biography
0671694049	fantasy_paranormal
0449006557	history_biography,mystery_thriller_crime
0373250339	romance
0380820447	romance
0385497679	history_biography
0451454243	fantasy_paranormal
0373871562	romance
039914563X	mystery_thriller_crime
0425161722	mystery_thriller_crime
0385493800	mystery_thriller_crime
0440211727	mystery_thriller_crime
0394178017	poetry
0425134350	mystery_thriller_crime
0380538504	history_biography
044661162X	mystery_thriller_crime
0671742566	romance
0515122408	mystery_thriller_crime
0440222818	mystery_thriller_crime
0451204050	history_biography
0451188209	mystery_thriller_crime
0440130913	history_biography
0449001954	mystery_thriller_crime
0345404777	mystery_thriller_crime
0451185277	romance
0440224829	romance
0671779338	history_biography,romance
0515134368	history_biography,romance
0380759497	fantasy_paranormal
3442098424	fantasy_paranormal
0394578791	history_biography
0373245696	romance
068983571X	young_adult
0553256785	mystery_thriller_crime
0892967994	mystery_thriller_crime
1551668785	mystery_thriller_crime,romance
0380817144	mystery_thriller_crime
0380752115	history_biography,romance
0553212583	young_adult
0446364762	mystery_thriller_crime
0425166619	mystery_thriller_crime
0373037430	romance
0064472779	young_adult
0553581279	fantasy_paranormal
0553561618	mystery_thriller_crime,romance
044022165X	mystery_thriller_crime
0373123485	romance
0590225170	children
0399143165	mystery_thriller_crime
0425124347	mystery_thriller_crime
0786889705	history_biography,mystery_thriller_crime
042512892X	mystery_thriller_crime
0425113892	mystery_thriller_crime
0394820371	children,fantasy_paranormal
0449134482	history_biography
014036336X	children,fantasy_paranormal
0375821813	children,young_adult
0812516826	mystery_thriller_crime
0345348036	fantasy_paranormal
0679420118	history_biography
0871137380	history_biography
0553568760	mystery_thriller_crime
034538184X	mystery_thriller_crime
0140620125	young_adult
0140620109	romance
0553211412	young_adult
0385334036	romance
0345347536	fantasy_paranormal
055321313X	young_adult
0375704027	romance
0874067391	young_adult
0590484753	fantasy_paranormal
0590484672	fantasy_paranormal
0553586122	mystery_thriller_crime,romance
0553584510	mystery_thriller_crime
0345341201	history_biography,romance
1551662744	romance
0553285653	fantasy_paranormal
0394800133	children
0060972777	history_biography
0064401472	children
0156001942	fantasy_paranormal
0684801469	history_biography
0393961192	history_biography
0911104542	comics_graphic
0375401318	history_biography
0671789422	mystery_thriller_crime
0553273604	history_biography
0553273914	history_biography
0060256672	children,poetry
0684844729	history_biography
0395051649	history_biography
0835607860	history_biography
0440215625	history_biography
0805019367	mystery_thriller_crime
067142517X	history_biography
0446601241	mystery_thriller_crime
0451124340	mystery_thriller_crime
0345384466	fantasy_paranormal
0446604801	mystery_thriller_crime
0345422392	fantasy_paranormal
0679734775	young_adult
0689715625	children
0812539389	fantasy_paranormal
0425124819	mystery_thriller_crime
1558747346	young_adult
0763615382	young_adult
0965975401	history_biography
0451523369	history_biography
0671027344	young_adult
0786927089	fantasy_paranormal
0684831058	history_biography
006019491X	history_biography
0684819066	history_biography
0140368558	history_biography,young_adult
0066211611	history_biography
0312254164	history_biography
3423009152	history_biography
3453171977	fantasy_paranormal
3423620005	children
034537522X	fantasy_paranormal
0345375211	fantasy_paranormal
0380789035	fantasy_paranormal
0380558483	mystery_thriller_crime,young_adult
0441317502	fantasy_paranormal
0812551389	fantasy_paranormal,history_biography
0345298985	fantasy_paranormal
0345316991	fantasy_paranormal
034531042X	fantasy_paranormal
0345310306	fantasy_paranormal
0345310292	fantasy_paranormal
034531011X	fantasy_paranormal
0679734058	history_biography,mystery_thriller_crime
0451130448	mystery_thriller_crime
0440206154	mystery_thriller_crime
0345370775	fantasy_paranormal
0441366945	fantasy_paranormal
0452265347	history_biography
0743457943	romance
0373484224	romance
0380789019	fantasy_paranormal
0380018179	history_biography,romance
0517395754	mystery_thriller_crime
067101420X	fantasy_paranormal,romance
0679457313	comics_graphic
0553571656	mystery_thriller_crime
0312169787	history_biography
0151000638	comics_graphic,history_biography
0679723420	poetry
0441004016	fantasy_paranormal
0140620338	poetry
0460878263	poetry
3257061269	comics_graphic
3453177622	romance
3453199766	young_adult
0425137015	romance
0553572490	history_biography,romance
0441001335	fantasy_paranormal
0451454677	fantasy_paranormal
0441435351	fantasy_paranormal
0373057296	romance
0571200389	poetry
0785268480	history_biography
014044503X	poetry
000649840X	history_biography
0099771519	history_biography
067102535X	mystery_thriller_crime
0330376136	fantasy_paranormal
3407780028	children
3442435838	mystery_thriller_crime
0380813815	history_biography
0030615321	comics_graphic
0316107417	comics_graphic
0590457225	fantasy_paranormal
0316929190	history_biography
0140390693	young_adult
0439404371	fantasy_paranormal,young_adult
0345297687	fantasy_paranormal
0766607119	young_adult
1573225789	history_biography
0380754843	children
0345368940	fantasy_paranormal
0345331605	fantasy_paranormal
044100962X	fantasy_paranormal
0553296981	history_biography
0375724575	history_biography
067163884X	history_biography
0553140434	history_biography
0425050750	young_adult
0345285549	fantasy_paranormal
0345290240	fantasy_paranormal
0345301870	fantasy_paranormal
0451169530	fantasy_paranormal
067168390X	history_biography
0385335881	romance
0385335482	romance
0375704043	history_biography
068986020X	young_adult
1573228567	history_biography
0553582658	romance
051513399X	romance
0373218400	romance
0449217868	history_biography,romance
0060192895	mystery_thriller_crime
0140259198	mystery_thriller_crime
0441003257	fantasy_paranormal
8850200005	comics_graphic
0451202503	mystery_thriller_crime
0446606812	romance
0671028375	mystery_thriller_crime
0451181468	mystery_thriller_crime
0399149759	mystery_thriller_crime
0345384733	mystery_thriller_crime
0671759361	young_adult
0399146008	mystery_thriller_crime
3442720001	history_biography
0515132632	history_biography,romance
044990671X	fantasy_paranormal
0688124402	mystery_thriller_crime
0060930535	history_biography
0963270702	history_biography
0399242562	fantasy_paranormal
0708881297	fantasy_paranormal
0590542443	fantasy_paranormal
0590112899	young_adult
0590660543	young_adult
0855030224	children
0575073314	fantasy_paranormal
0575073004	fantasy_paranormal
0394404289	poetry
1578562333	history_biography
0345458915	mystery_thriller_crime
006092988X	history_biography
0140317937	fantasy_paranormal
0553256696	history_biography
0785263780	history_biography
0802433243	history_biography
1400034779	mystery_thriller_crime
038533303X	history_biography
0385247745	history_biography
0385293542	history_biography
0671311891	children
0345387007	fantasy_paranormal
0892967048	mystery_thriller_crime
0553377868	mystery_thriller_crime
0609608444	history_biography
0451526503	young_adult
0345325818	fantasy_paranormal
044023767X	young_adult
014131088X	young_adult
043909013X	young_adult
0743221990	mystery_thriller_crime
0312983212	mystery_thriller_crime
059040640X	history_biography
1566197155	young_adult
0385508417	romance
0385510438	mystery_thriller_crime
0380723638	mystery_thriller_crime
0812515722	mystery_thriller_crime
0373169876	romance
9505470010	comics_graphic
0609602535	mystery_thriller_crime
0425185710	mystery_thriller_crime
0061030651	mystery_thriller_crime
0425178773	mystery_thriller_crime
0671578391	fantasy_paranormal
031298250X	mystery_thriller_crime
006109594X	mystery_thriller_crime
0671527215	fantasy_paranormal
0486203077	fantasy_paranormal
0671522817	history_biography
1400062888	poetry
0671318314	fantasy_paranormal
0671793489	mystery_thriller_crime
0174434642	young_adult
0312983824	romance
0449149676	romance
0449006344	romance
0553568183	romance
0451523067	romance
0743418174	romance
0451526295	romance
0440214424	mystery_thriller_crime
0451187903	romance
0671036505	romance
0553213504	romance
0446605891	history_biography,romance
0394758285	mystery_thriller_crime
0671004565	mystery_thriller_crime
0316789844	history_biography
0679761837	history_biography
0385490445	history_biography
0345316770	romance
0375700757	history_biography
0061093092	mystery_thriller_crime
0821758950	mystery_thriller_crime,romance
0451411013	mystery_thriller_crime
0446611239	mystery_thriller_crime
0553580078	history_biography
0425189414	mystery_thriller_crime
0451410912	mystery_thriller_crime
0486280616	young_adult
0743405978	fantasy_paranormal
0671032658	mystery_thriller_crime
0451402103	mystery_thriller_crime
0373250223	romance
0671701053	history_biography
0671000381	history_biography
006101253X	romance
0671689231	history_biography
0380814021	young_adult
0373711026	romance
0373710992	romance
0440217806	history_biography
0373711123	romance
0061098795	mystery_thriller_crime
0373226519	romance
0380012774	mystery_thriller_crime
225313922X	fantasy_paranormal
0142004030	fantasy_paranormal
0452281784	romance
0375704558	history_biography
038533656X	romance
0743230213	history_biography
0345436911	history_biography
0440217520	mystery_thriller_crime
0373834985	history_biography,romance
0679450548	history_biography
0345339703	fantasy_paranormal
038039586X	fantasy_paranormal
0670030643	fantasy_paranormal
0060929596	history_biography
3499232871	romance
014056232X	children
0590447319	history_biography
0440940001	children
0440203155	young_adult
0812565959	fantasy_paranormal
034536628X	fantasy_paranormal
0880387483	fantasy_paranormal
0880387300	fantasy_paranormal
0425163385	mystery_thriller_crime
0743444051	mystery_thriller_crime
0061056103	fantasy_paranormal
0671042262	mystery_thriller_crime
0425157539	mystery_thriller_crime
0553585681	mystery_thriller_crime,romance
0553585118	mystery_thriller_crime,romance
0743212002	mystery_thriller_crime
037348397X	romance
0380773155	young_adult
3404100263	mystery_thriller_crime
0786889373	mystery_thriller_crime
2266128566	history_biography
2070363104	mystery_thriller_crime
2253152277	romance
2070415686	fantasy_paranormal
0394822862	children
2253004898	history_biography
0380600129	children
0451522389	young_adult
082176828X	romance
0316693324	mystery_thriller_crime
0553283685	fantasy_paranormal
0064410358	children,fantasy_paranormal
0007108648	children,fantasy_paranormal
0590629824	children
0140089586	mystery_thriller_crime
1559277785	mystery_thriller_crime,romance
0345367898	fantasy_paranormal
0553110721	fantasy_paranormal
0553580272	fantasy_paranormal
0345396529	fantasy_paranormal
0440455332	children
0679452281	mystery_thriller_crime
0393029190	mystery_thriller_crime
0449300021	history_biography
0684835983	mystery_thriller_crime
0767912233	romance
0440177499	fantasy_paranormal
0553232053	fantasy_paranormal
0062502174	comics_graphic
0688177751	mystery_thriller_crime
1551669501	romance
0375707972	history_biography
0618126988	fantasy_paranormal
0060094850	young_adult
0872860175	poetry
031219126X	history_biography
0446310492	history_biography
0515090506	mystery_thriller_crime
0399145087	mystery_thriller_crime
0812590244	mystery_thriller_crime
0670829943	history_biography
0060192119	history_biography
0836218256	comics_graphic
0140140352	fantasy_paranormal
1575666529	mystery_thriller_crime
0312990456	mystery_thriller_crime
0316969680	mystery_thriller_crime
0312423209	history_biography
0786248688	mystery_thriller_crime
0773762078	children
0786887842	history_biography
0450542912	mystery_thriller_crime
0192817264	history_biography
1853260312	young_adult
0140016821	history_biography
0440418569	fantasy_paranormal
0553259830	history_biography
0061008028	history_biography
3423125551	children
0060514949	mystery_thriller_crime
0425188361	fantasy_paranormal
0066210151	fantasy_paranormal
0395177111	fantasy_paranormal
0375411992	fantasy_paranormal
0192820753	poetry
0671744003	mystery_thriller_crime
0425177173	mystery_thriller_crime
0440224764	mystery_thriller_crime
0553572997	history_biography,mystery_thriller_crime
0312423799	history_biography
037542217X	mystery_thriller_crime
0345440773	fantasy_paranormal
0061093106	mystery_thriller_crime
0373218192	romance
0515120006	romance
0515127396	mystery_thriller_crime
0345433084	mystery_thriller_crime
0345416260	history_biography
0451180208	mystery_thriller_crime
0340649763	history_biography
0440236673	mystery_thriller_crime
0553295071	mystery_thriller_crime
1590171012	children
0060505273	history_biography
0752999958	fantasy_paranormal
031215125X	history_biography
0064405176	children,young_adult
0684821192	history_biography
0590988301	children
0440235162	romance
076790382X	history_biography
0425158616	mystery_thriller_crime
0676974562	history_biography
0062502182	comics_graphic
0060175400	history_biography
0451528182	poetry
0517573822	poetry
0743437810	mystery_thriller_crime
0060116188	history_biography
0394742591	history_biography
0517149257	fantasy_paranormal
0312964854	mystery_thriller_crime
0743222008	mystery_thriller_crime
0812590236	mystery_thriller_crime
0425161242	mystery_thriller_crime
0451200993	mystery_thriller_crime
0451195922	mystery_thriller_crime
0425169863	mystery_thriller_crime
0345380371	mystery_thriller_crime
0446609323	mystery_thriller_crime
0316690619	mystery_thriller_crime
0446610038	mystery_thriller_crime
0891074759	fantasy_paranormal
0440224608	mystery_thriller_crime
0451201558	mystery_thriller_crime
0061032077	mystery_thriller_crime
0679459626	mystery_thriller_crime
0671001701	romance
0553583085	history_biography,romance
0805019375	mystery_thriller_crime
0140272941	history_biography
0140004424	mystery_thriller_crime
0812517032	mystery_thriller_crime
0451524829	romance
0465090974	history_biography
0670848549	mystery_thriller_crime
0684829746	comics_graphic
0061000175	mystery_thriller_crime
0312971362	romance
0061097659	romance
0064408329	young_adult
0743456866	mystery_thriller_crime
0440235464	mystery_thriller_crime
0440227739	children,young_adult
0345425707	history_biography
0670894494	history_biography
037541181X	history_biography
0385491328	history_biography
0345434692	fantasy_paranormal
0553131893	fantasy_paranormal
076790351X	history_biography
0452280907	history_biography
034540288X	children,young_adult
0786808772	fantasy_paranormal
0553234609	fantasy_paranormal
0553258540	fantasy_paranormal
0802713661	history_biography
0440237688	young_adult
1582970262	fantasy_paranormal
0425167720	history_biography,mystery_thriller_crime
0609610597	history_biography
0446519960	mystery_thriller_crime
0374281602	mystery_thriller_crime
0140255370	history_biography
0394543971	mystery_thriller_crime
0448095300	children,mystery_thriller_crime
0060908548	history_biography
0553299506	mystery_thriller_crime
0446611611	mystery_thriller_crime
0446604658	mystery_thriller_crime
0684867621	mystery_thriller_crime
0451147375	mystery_thriller_crime
0345413903	mystery_thriller_crime
0451178033	mystery_thriller_crime
0590634275	children,comics_graphic
0330294377	history_biography
0061031569	mystery_thriller_crime
0553582143	mystery_thriller_crime
0743202961	mystery_thriller_crime
0060002492	mystery_thriller_crime
0399148620	mystery_thriller_crime
0786866462	mystery_thriller_crime
0671020315	young_adult
067169071X	mystery_thriller_crime
0451402251	history_biography
042513301X	mystery_thriller_crime
0515090174	mystery_thriller_crime
0515095826	mystery_thriller_crime
0515111279	mystery_thriller_crime
0671555235	mystery_thriller_crime
1570719586	romance
0385475713	history_biography
0345441753	mystery_thriller_crime
0689825234	young_adult
0151006903	history_biography
8401466350	romance
1562477676	history_biography
0425115801	mystery_thriller_crime
0345454073	mystery_thriller_crime
0312983654	mystery_thriller_crime
0553582933	mystery_thriller_crime
0671034022	romance
0440208149	fantasy_paranormal
0451151259	mystery_thriller_crime
0446607711	mystery_thriller_crime
0765301954	fantasy_paranormal
014029645X	mystery_thriller_crime
0445085614	history_biography
0345416880	fantasy_paranormal
0312874006	fantasy_paranormal
1593080743	history_biography
0380771292	fantasy_paranormal
0805051589	history_biography
0312314256	fantasy_paranormal
0445202718	fantasy_paranormal
0590486101	children
0345386256	fantasy_paranormal
0879517980	fantasy_paranormal
0060901012	history_biography
0609806505	history_biography
0965624773	mystery_thriller_crime
0812505166	young_adult
0440234824	mystery_thriller_crime
0446525804	mystery_thriller_crime
0446516570	mystery_thriller_crime
0380752298	fantasy_paranormal
0590431536	children,mystery_thriller_crime
0749318368	romance
0515122491	mystery_thriller_crime,romance
051512902X	fantasy_paranormal,romance
0812530314	mystery_thriller_crime
0515131091	fantasy_paranormal,romance
0380791382	mystery_thriller_crime
8401427177	history_biography
0446606723	fantasy_paranormal
0451524934	history_biography
0393038440	history_biography
0671027123	mystery_thriller_crime
0375412972	mystery_thriller_crime
0449225151	history_biography
0892816562	history_biography
844062719X	fantasy_paranormal
0345350499	fantasy_paranormal
844507119X	comics_graphic
0689837070	fantasy_paranormal,young_adult
0671041177	fantasy_paranormal
0312976275	mystery_thriller_crime
0767905180	romance
0743482891	romance
037383232X	romance
1551666200	romance
0373242328	romance
0517077744	romance
0373709617	romance
0373510225	romance
0373273193	romance
0373271867	romance
0373240228	romance
059035342X	young_adult
0373764146	romance
0446529788	romance
044652767X	romance
0743246918	mystery_thriller_crime
0373301847	romance
0373835426	romance
0451205650	history_biography,romance
1551669404	romance
0671671138	mystery_thriller_crime
0425109267	history_biography
0553126911	mystery_thriller_crime
8466302263	history_biography
0140348107	children
0803263724	history_biography
0060506679	mystery_thriller_crime
